ProvinceState,CountryRegion,Population,Day_02_03_20,Day_03_03_20,Day_04_03_20,Day_05_03_20,Day_06_03_20,Day_07_03_20,Day_08_03_20,Day_09_03_20,Day_10_03_20,Day_11_03_20,Day_12_03_20,Day_13_03_20,Day_14_03_20,Day_15_03_20,Day_16_03_20,Day_17_03_20,Day_18_03_20,Day_19_03_20,Day_20_03_20,Day_21_03_20,Day_22_03_20,Day_23_03_20,Day_24_03_20,Day_25_03_20,Day_26_03_20,Day_27_03_20,Day_28_03_20,Day_29_03_20,Day_30_03_20,Day_31_03_20,Day_01_04_20,Day_02_04_20,Day_03_04_20,Day_04_04_20,Day_05_04_20,Day_06_04_20,Day_07_04_20,Day_08_04_20,Day_09_04_20,Day_10_04_20,Day_11_04_20,Day_12_04_20,Day_13_04_20,Day_14_04_20,Day_15_04_20,Day_16_04_20,Day_17_04_20,Day_18_04_20,Day_19_04_20,Day_20_04_20,Day_21_04_20,Day_22_04_20
,Argentina,45376763,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,3,27,51,52,52,72,72,72,91,228,240,248,256,266,279,280,325,338,358,365,375,440,468,515,559,596,631,666,685,709,737,840,0
