Date, Active, Recoveries, Deaths, Infected,
2020-03-16 00:00:00,    56.00000,     1.00000,     2.00000,   112.00000,
2020-03-16 02:24:00,    57.18810,     1.00000,     2.02946,   113.95981,
2020-03-16 04:48:00,    58.39109,     1.00285,     2.05951,   116.08755,
2020-03-16 07:12:00,    59.61206,     1.00867,     2.09016,   118.37726,
2020-03-16 09:36:00,    60.85391,     1.01757,     2.12141,   120.82370,
2020-03-16 12:00:00,    62.11936,     1.02967,     2.15328,   123.42232,
2020-03-16 14:24:00,    63.41100,     1.04508,     2.18578,   126.16914,
2020-03-16 16:48:00,    64.73124,     1.06393,     2.21893,   129.06070,
2020-03-16 19:12:00,    66.08240,     1.08635,     2.25273,   132.09397,
2020-03-16 21:36:00,    67.46668,     1.11247,     2.28720,   135.26636,
2020-03-17 00:00:00,    68.88616,     1.14243,     2.32235,   138.57560,
2020-03-17 02:24:00,    70.34282,     1.17637,     2.35822,   142.01971,
2020-03-17 04:48:00,    71.83859,     1.21443,     2.39480,   145.59702,
2020-03-17 07:12:00,    73.37527,     1.25679,     2.43213,   149.30606,
2020-03-17 09:36:00,    74.95461,     1.30359,     2.47022,   153.14555,
2020-03-17 12:00:00,    76.57830,     1.35500,     2.50909,   157.11440,
2020-03-17 14:24:00,    78.24794,     1.41120,     2.54876,   161.21165,
2020-03-17 16:48:00,    79.96509,     1.47237,     2.58926,   165.43648,
2020-03-17 19:12:00,    81.73124,     1.53870,     2.63061,   169.78814,
2020-03-17 21:36:00,    83.54782,     1.61038,     2.67283,   174.26598,
2020-03-18 00:00:00,    85.41623,     1.68763,     2.71595,   178.86940,
2020-03-18 02:24:00,    87.33780,     1.77063,     2.75999,   183.59787,
2020-03-18 04:48:00,    89.31382,     1.85963,     2.80498,   188.45088,
2020-03-18 07:12:00,    91.34553,     1.95485,     2.85094,   193.42793,
2020-03-18 09:36:00,    93.43413,     2.05651,     2.89790,   198.52855,
2020-03-18 12:00:00,    95.58077,     2.16487,     2.94589,   203.75225,
2020-03-18 14:24:00,    97.78655,     2.28018,     2.99493,   209.09856,
2020-03-18 16:48:00,   100.05254,     2.40269,     3.04505,   214.56696,
2020-03-18 19:12:00,   102.37976,     2.53269,     3.09629,   220.15693,
2020-03-18 21:36:00,   104.76919,     2.67044,     3.14866,   225.86789,
2020-03-19 00:00:00,   107.22178,     2.81624,     3.20220,   231.69925,
2020-03-19 02:24:00,   109.73840,     2.97038,     3.25694,   237.65037,
2020-03-19 04:48:00,   112.31991,     3.13316,     3.31291,   243.72054,
2020-03-19 07:12:00,   114.96712,     3.30491,     3.37014,   249.90902,
2020-03-19 09:36:00,   117.68080,     3.48594,     3.42866,   256.21500,
2020-03-19 12:00:00,   120.46167,     3.67658,     3.48850,   262.63763,
2020-03-19 14:24:00,   123.31040,     3.87719,     3.54969,   269.17596,
2020-03-19 16:48:00,   126.22763,     4.08810,     3.61226,   275.82900,
2020-03-19 19:12:00,   129.21395,     4.30969,     3.67625,   282.59568,
2020-03-19 21:36:00,   132.26990,     4.54231,     3.74168,   289.47488,
2020-03-20 00:00:00,   135.39598,     4.78635,     3.80859,   296.46537,
2020-03-20 02:24:00,   138.59264,     5.04220,     3.87701,   303.56588,
2020-03-20 04:48:00,   141.86029,     5.31024,     3.94698,   310.77505,
2020-03-20 07:12:00,   145.19928,     5.59089,     4.01851,   318.09145,
2020-03-20 09:36:00,   148.60992,     5.88455,     4.09166,   325.51356,
2020-03-20 12:00:00,   152.09247,     6.19166,     4.16644,   333.03979,
2020-03-20 14:24:00,   155.64715,     6.51264,     4.24289,   340.66848,
2020-03-20 16:48:00,   159.27411,     6.84793,     4.32105,   348.39789,
2020-03-20 19:12:00,   162.97348,     7.19798,     4.40094,   356.22620,
2020-03-20 21:36:00,   166.74531,     7.56324,     4.48260,   364.15151,
2020-03-21 00:00:00,   170.58961,     7.94419,     4.56607,   372.17185,
2020-03-21 02:24:00,   174.50635,     8.34128,     4.65136,   380.28517,
2020-03-21 04:48:00,   178.49544,     8.75501,     4.73852,   388.48935,
2020-03-21 07:12:00,   182.55674,     9.18586,     4.82757,   396.78219,
2020-03-21 09:36:00,   186.69004,     9.63432,     4.91855,   405.16143,
2020-03-21 12:00:00,   190.89511,    10.10090,     5.01149,   413.62472,
2020-03-21 14:24:00,   195.17165,    10.58611,     5.10642,   422.16966,
2020-03-21 16:48:00,   199.51931,    11.09045,     5.20336,   430.79378,
2020-03-21 19:12:00,   203.93769,    11.61446,     5.30236,   439.49452,
2020-03-21 21:36:00,   208.42633,    12.15867,     5.40345,   448.26929,
2020-03-22 00:00:00,   212.98473,    12.72360,     5.50664,   457.11540,
2020-03-22 02:24:00,   217.61232,    13.30979,     5.61197,   466.03014,
2020-03-22 04:48:00,   222.30850,    13.91780,     5.71947,   475.01072,
2020-03-22 07:12:00,   227.07261,    14.54818,     5.82917,   484.05428,
2020-03-22 09:36:00,   231.90392,    15.20147,     5.94110,   493.15792,
2020-03-22 12:00:00,   236.80168,    15.87825,     6.05529,   502.31871,
2020-03-22 14:24:00,   241.76506,    16.57907,     6.17175,   511.53363,
2020-03-22 16:48:00,   246.79321,    17.30450,     6.29052,   520.79963,
2020-03-22 19:12:00,   251.88519,    18.05512,     6.41163,   530.11363,
2020-03-22 21:36:00,   257.04006,    18.83150,     6.53510,   539.47249,
2020-03-23 00:00:00,   262.25678,    19.63422,     6.66096,   548.87302,
2020-03-23 02:24:00,   267.53430,    20.46387,     6.78923,   558.31203,
2020-03-23 04:48:00,   272.87150,    21.32101,     6.91993,   567.78627,
2020-03-23 07:12:00,   278.26722,    22.20624,     7.05309,   577.29245,
2020-03-23 09:36:00,   283.72026,    23.12015,     7.18873,   586.82727,
2020-03-23 12:00:00,   289.22936,    24.06332,     7.32688,   596.38739,
2020-03-23 14:24:00,   294.79324,    25.03635,     7.46755,   605.96946,
2020-03-23 16:48:00,   300.41054,    26.03981,     7.61076,   615.57011,
2020-03-23 19:12:00,   306.07989,    27.07430,     7.75654,   625.18593,
2020-03-23 21:36:00,   311.79985,    28.14040,     7.90491,   634.81351,
2020-03-24 00:00:00,   317.56898,    29.23871,     8.05587,   644.44944,
2020-03-24 02:24:00,   323.38575,    30.36982,     8.20946,   654.09027,
2020-03-24 04:48:00,   329.24862,    31.53429,     8.36569,   663.73257,
2020-03-24 07:12:00,   335.15602,    32.73272,     8.52457,   673.37289,
2020-03-24 09:36:00,   341.10631,    33.96569,     8.68611,   683.00778,
2020-03-24 12:00:00,   347.09785,    35.23377,     8.85034,   692.63381,
2020-03-24 14:24:00,   353.12895,    36.53754,     9.01727,   702.24752,
2020-03-24 16:48:00,   359.19789,    37.87757,     9.18691,   711.84549,
2020-03-24 19:12:00,   365.30290,    39.25442,     9.35927,   721.42429,
2020-03-24 21:36:00,   371.44222,    40.66866,     9.53436,   730.98050,
2020-03-25 00:00:00,   377.61402,    42.12084,     9.71219,   740.51072,
2020-03-25 02:24:00,   383.81647,    43.61152,     9.89277,   750.01158,
2020-03-25 04:48:00,   390.04769,    45.14123,    10.07611,   759.47970,
2020-03-25 07:12:00,   396.30580,    46.71053,    10.26222,   768.91174,
2020-03-25 09:36:00,   402.58889,    48.31994,    10.45111,   778.30439,
2020-03-25 12:00:00,   408.89501,    49.96999,    10.64277,   787.65435,
2020-03-25 14:24:00,   415.22221,    51.66120,    10.83721,   796.95836,
2020-03-25 16:48:00,   421.56850,    53.39408,    11.03444,   806.21318,
2020-03-25 19:12:00,   427.93191,    55.16914,    11.23446,   815.41562,
2020-03-25 21:36:00,   434.31041,    56.98686,    11.43727,   824.56251,
2020-03-26 00:00:00,   440.70198,    58.84775,    11.64288,   833.65073,
2020-03-26 02:24:00,   447.10459,    60.75227,    11.85127,   842.67717,
2020-03-26 04:48:00,   453.51618,    62.70089,    12.06245,   851.63881,
2020-03-26 07:12:00,   459.93469,    64.69407,    12.27642,   860.53262,
2020-03-26 09:36:00,   466.35805,    66.73227,    12.49318,   869.35566,
2020-03-26 12:00:00,   472.78419,    68.81591,    12.71271,   878.10501,
2020-03-26 14:24:00,   479.21103,    70.94543,    12.93502,   886.77780,
2020-03-26 16:48:00,   485.63647,    73.12123,    13.16010,   895.37121,
2020-03-26 19:12:00,   492.05844,    75.34373,    13.38794,   903.88249,
2020-03-26 21:36:00,   498.47483,    77.61332,    13.61853,   912.30893,
2020-03-27 00:00:00,   504.88356,    79.93038,    13.85187,   920.64785,
2020-03-27 02:24:00,   511.28255,    82.29527,    14.08795,   928.89667,
2020-03-27 04:48:00,   517.66970,    84.70836,    14.32674,   937.05284,
2020-03-27 07:12:00,   524.04293,    87.16998,    14.56825,   945.11386,
2020-03-27 09:36:00,   530.40018,    89.68046,    14.81246,   953.07732,
2020-03-27 12:00:00,   536.73936,    92.24013,    15.05935,   960.94084,
2020-03-27 14:24:00,   543.05843,    94.84928,    15.30892,   968.70212,
2020-03-27 16:48:00,   549.35532,    97.50821,    15.56114,   976.35892,
2020-03-27 19:12:00,   555.62802,   100.21718,    15.81599,   983.90904,
2020-03-27 21:36:00,   561.87448,   102.97646,    16.07347,   991.35037,
2020-03-28 00:00:00,   568.09269,   105.78630,    16.33356,   998.68087,
2020-03-28 02:24:00,   574.28067,   108.64693,    16.59623,  1005.89853,
2020-03-28 04:48:00,   580.43643,   111.55855,    16.86146,  1013.00143,
2020-03-28 07:12:00,   586.55800,   114.52139,    17.12923,  1019.98773,
2020-03-28 09:36:00,   592.64345,   117.53561,    17.39953,  1026.85562,
2020-03-28 12:00:00,   598.69085,   120.60140,    17.67233,  1033.60338,
2020-03-28 14:24:00,   604.69830,   123.71891,    17.94760,  1040.22936,
2020-03-28 16:48:00,   610.66391,   126.88828,    18.22532,  1046.73197,
2020-03-28 19:12:00,   616.58583,   130.10963,    18.50547,  1053.10968,
2020-03-28 21:36:00,   622.46223,   133.38308,    18.78803,  1059.36104,
2020-03-29 00:00:00,   628.29129,   136.70871,    19.07295,  1065.48467,
2020-03-29 02:24:00,   634.07124,   140.08661,    19.36023,  1071.47924,
2020-03-29 04:48:00,   639.80032,   143.51684,    19.64982,  1077.34351,
2020-03-29 07:12:00,   645.47680,   146.99943,    19.94171,  1083.07629,
