Date, Active, Recoveries, Deaths, Infected,
2020-03-16 00:00:00,    56.00000,     1.00000,     2.00000,   112.00000,
2020-03-16 02:24:00,    57.12148,     1.00000,     2.09822,   114.07903,
2020-03-16 04:48:00,    58.26227,     1.00287,     2.19650,   116.32123,
2020-03-16 07:12:00,    59.42529,     1.00872,     2.29486,   118.72113,
2020-03-16 09:36:00,    60.61326,     1.01765,     2.39328,   121.27393,
2020-03-16 12:00:00,    61.82876,     1.02978,     2.49177,   123.97547,
2020-03-16 14:24:00,    63.07421,     1.04524,     2.59035,   126.82213,
2020-03-16 16:48:00,    64.35191,     1.06413,     2.68901,   129.81076,
2020-03-16 19:12:00,    65.66404,     1.08660,     2.78778,   132.93865,
2020-03-16 21:36:00,    67.01267,     1.11276,     2.88666,   136.20343,
2020-03-17 00:00:00,    68.39976,     1.14276,     2.98568,   139.60307,
2020-03-17 02:24:00,    69.82720,     1.17675,     3.08484,   143.13582,
2020-03-17 04:48:00,    71.29679,     1.21487,     3.18417,   146.80015,
2020-03-17 07:12:00,    72.81026,     1.25728,     3.28368,   150.59475,
2020-03-17 09:36:00,    74.36925,     1.30415,     3.38339,   154.51850,
2020-03-17 12:00:00,    75.97535,     1.35564,     3.48332,   158.57040,
2020-03-17 14:24:00,    77.63010,     1.41193,     3.58348,   162.74959,
2020-03-17 16:48:00,    79.33496,     1.47321,     3.68390,   167.05531,
2020-03-17 19:12:00,    81.09135,     1.53967,     3.78460,   171.48689,
2020-03-17 21:36:00,    82.90063,     1.61152,     3.88559,   176.04372,
2020-03-18 00:00:00,    84.76413,     1.68896,     3.98689,   180.72523,
2020-03-18 02:24:00,    86.68310,     1.77221,     4.08852,   185.53089,
2020-03-18 04:48:00,    88.65878,     1.86149,     4.19049,   190.46021,
2020-03-18 07:12:00,    90.69233,     1.95704,     4.29282,   195.51268,
2020-03-18 09:36:00,    92.78489,     2.05911,     4.39553,   200.68781,
2020-03-18 12:00:00,    94.93756,     2.16794,     4.49862,   205.98510,
2020-03-18 14:24:00,    97.15138,     2.28379,     4.60212,   211.40402,
2020-03-18 16:48:00,    99.42736,     2.40694,     4.70604,   216.94402,
2020-03-18 19:12:00,   101.76646,     2.53766,     4.81039,   222.60451,
2020-03-18 21:36:00,   104.16960,     2.67625,     4.91518,   228.38488,
2020-03-19 00:00:00,   106.63768,     2.82299,     5.02042,   234.28445,
2020-03-19 02:24:00,   109.17152,     2.97821,     5.12612,   240.30251,
2020-03-19 04:48:00,   111.77192,     3.14220,     5.23229,   246.43828,
2020-03-19 07:12:00,   114.43964,     3.31531,     5.33893,   252.69094,
2020-03-19 09:36:00,   117.17539,     3.49785,     5.44606,   259.05958,
2020-03-19 12:00:00,   119.97983,     3.69019,     5.55368,   265.54325,
2020-03-19 14:24:00,   122.85360,     3.89267,     5.66180,   272.14093,
2020-03-19 16:48:00,   125.79727,     4.10566,     5.77041,   278.85151,
2020-03-19 19:12:00,   128.81137,     4.32953,     5.87952,   285.67383,
2020-03-19 21:36:00,   131.89640,     4.56466,     5.98913,   292.60665,
2020-03-20 00:00:00,   135.05279,     4.81144,     6.09925,   299.64865,
2020-03-20 02:24:00,   138.28095,     5.07029,     6.20987,   306.79844,
2020-03-20 04:48:00,   141.58122,     5.34160,     6.32099,   314.05454,
2020-03-20 07:12:00,   144.95390,     5.62580,     6.43261,   321.41542,
2020-03-20 09:36:00,   148.39925,     5.92332,     6.54472,   328.87943,
2020-03-20 12:00:00,   151.91746,     6.23459,     6.65733,   336.44489,
2020-03-20 14:24:00,   155.50870,     6.56007,     6.77043,   344.11001,
2020-03-20 16:48:00,   159.17307,     6.90021,     6.88400,   351.87293,
2020-03-20 19:12:00,   162.91061,     7.25547,     6.99805,   359.73171,
2020-03-20 21:36:00,   166.72133,     7.62633,     7.11257,   367.68434,
2020-03-21 00:00:00,   170.60519,     8.01327,     7.22755,   375.72873,
2020-03-21 02:24:00,   174.56208,     8.41678,     7.34297,   383.86272,
2020-03-21 04:48:00,   178.59185,     8.83736,     7.45883,   392.08407,
2020-03-21 07:12:00,   182.69429,     9.27552,     7.57512,   400.39048,
2020-03-21 09:36:00,   186.86915,     9.73177,     7.69183,   408.77955,
2020-03-21 12:00:00,   191.11612,    10.20662,     7.80894,   417.24885,
2020-03-21 14:24:00,   195.43483,    10.70062,     7.92644,   425.79585,
2020-03-21 16:48:00,   199.82487,    11.21428,     8.04432,   434.41798,
2020-03-21 19:12:00,   204.28576,    11.74817,     8.16256,   443.11257,
2020-03-21 21:36:00,   208.81699,    12.30282,     8.28114,   451.87692,
2020-03-22 00:00:00,   213.41798,    12.87879,     8.40006,   460.70826,
2020-03-22 02:24:00,   218.08811,    13.47664,     8.51929,   469.60377,
2020-03-22 04:48:00,   222.82668,    14.09693,     8.63881,   478.56054,
2020-03-22 07:12:00,   227.63298,    14.74025,     8.75862,   487.57565,
2020-03-22 09:36:00,   232.50621,    15.40716,     8.87869,   496.64611,
2020-03-22 12:00:00,   237.44554,    16.09824,     8.99900,   505.76888,
2020-03-22 14:24:00,   242.45007,    16.81409,     9.11953,   514.94086,
2020-03-22 16:48:00,   247.51888,    17.55529,     9.24027,   524.15894,
2020-03-22 19:12:00,   252.65097,    18.32244,     9.36119,   533.41994,
2020-03-22 21:36:00,   257.84529,    19.11612,     9.48228,   542.72064,
2020-03-23 00:00:00,   263.10077,    19.93695,     9.60351,   552.05782,
